timestamp,best_model_name,best_model_params,best_model_metrics,all_models,tfidf_features,train_samples,test_samples
2026-01-15_19-53-19,SVM,"{'C': 1, 'gamma': 'scale', 'kernel': 'linear'}","{'accuracy': 0.9440104166666666, 'precision': 0.9418210998062015, 'recall': 0.9440104166666666, 'f1_score': 0.9408558710659461, 'best_params': {'C': 1, 'gamma': 'scale', 'kernel': 'linear'}, 'best_cv_score': 0.967920740722113}","LogisticRegression, DecisionTree, SVM, KNN, RandomForest",5000,3584,1536
