timestamp,best_model_name,best_model_params,best_model_metrics,all_models,tfidf_features,train_samples,test_samples
2026-01-15_19-33-58,SVM,"{'C': 1, 'gamma': 'scale', 'kernel': 'linear'}","{'accuracy': 0.9420572916666666, 'precision': 0.9395793807641634, 'recall': 0.9420572916666666, 'f1_score': 0.938870929821026, 'best_params': {'C': 1, 'gamma': 'scale', 'kernel': 'linear'}, 'best_cv_score': np.float64(0.9682479810629774)}","LogisticRegression, DecisionTree, SVM, KNN, RandomForest",5000,3584,1536
